primkey,order_id,jcp_line_number,jcp_component_numb,o_status,ship_date,comp_date,sku,lot,back_order,r_quantity,o_quantity,quality_level,match_flag,mono_flag,set_id,color_id,pick_loc,pick_period,pick_pull_time,iip_nbr,hold_flag,dss_flag,alloc_from_task,ticket_type,,,
500448472,2.02311E+13,2,0,DELETE,4/24/23 0:00,,5780615,265,Y,1,1,0,,N,0,0,G1436G4,36,,2.50434E+11,Y,N,,A,,,
500453700,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,8941204,26,Y,1,1,0,,N,0,0,E4720C2,41,,2.5044E+11,,N,,A,,,
500454468,2.02311E+13,1,0,DELETE,4/24/23 0:00,,5315179,91,Y,1,1,0,,N,0,0,K3427E2,32,,2.5044E+11,,N,,A,,,
500454728,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,8421695,75,Y,1,1,0,,N,0,0,D4926A2,25,,2.5044E+11,,N,,A,,,
500454729,2.02311E+13,3,0,DELETE,4/24/23 0:00,4/24/23 0:00,8401244,83,Y,1,1,0,,N,0,0,C3707D2,25,,2.5044E+11,,N,,A,,,
500454730,2.02311E+13,4,0,DELETE,4/24/23 0:00,4/24/23 0:00,7620631,240,Y,1,1,0,,N,0,0,E1519E2,25,,2.5044E+11,,N,,A,,,
500456265,2.02311E+13,2,0,DELETE,4/24/23 0:00,4/24/23 0:00,8941204,34,Y,1,1,0,,N,0,0,E4511C1,29,,2.50441E+11,,N,,A,,,
500457639,2.02311E+13,2,0,DELETE,4/24/23 0:00,,7290660,42,Y,1,1,0,,N,0,0,F3107E3,37,,2.50442E+11,,N,,A,,,
500457863,2.02311E+13,2,0,DELETE,4/25/23 0:00,4/25/23 0:00,8941204,26,Y,1,1,0,,N,0,0,E4720C2,41,,2.50443E+11,,N,,A,,,
500460430,2.02311E+13,3,0,DELETE,4/25/23 0:00,,8143076,67,Y,1,1,0,,N,0,0,B0629G5,53,,2.50444E+11,,N,,A,,,
500466721,2.02311E+13,7,0,DELETE,4/25/23 0:00,4/25/23 0:00,8451028,299,Y,1,1,0,,N,0,0,B1804F2,41,,2.50449E+11,,N,,A,,,
500469520,2.02311E+13,5,0,DELETE,4/25/23 0:00,4/25/23 0:00,8941204,26,Y,1,1,0,,N,0,0,E4720C2,41,,2.50451E+11,,N,,A,,,
500470948,2.02311E+13,2,0,DELETE,4/25/23 0:00,4/25/23 0:00,2831041,67,Y,1,1,0,,N,0,0,N7203D1,41,,2.50452E+11,,N,,A,,,
500472292,2.02311E+13,5,0,DELETE,4/24/23 0:00,,5116002,1321,Y,1,1,0,,N,0,0,A4039C2,31,,2.50453E+11,,N,,A,,,
500474537,2.02311E+13,1,0,DELETE,4/25/23 0:00,,5040290,75,Y,1,1,0,,N,0,0,J2420C2,56,,2.50455E+11,,N,,A,,,
500475897,2.02311E+13,5,0,DELETE,4/26/23 0:00,4/26/23 0:00,8941204,34,Y,1,1,0,,N,0,0,E4511C1,72,,2.50456E+11,,N,,A,,,
500478496,2.02311E+13,1,0,DELETE,4/24/23 0:00,,1236066,281,Y,2,2,0,,N,0,0,H4610D4,36,,2.50457E+11,,N,,A,,,
500481098,2.02311E+13,1,0,DELETE,4/25/23 0:00,,7314679,18,Y,6,6,0,,N,0,0,C3540B3,56,,2.50459E+11,,N,,A,,,
500481104,2.02311E+13,3,0,DELETE,4/25/23 0:00,,1692050,83,Y,1,1,0,,N,0,0,B0602A2,56,,2.50459E+11,,N,,A,,,
500481472,2.02311E+13,4,0,DELETE,4/26/23 0:00,4/26/23 0:00,8451028,281,Y,1,1,0,,N,0,0,B1805H1,73,,2.50459E+11,,N,,A,,,
500482796,2.02311E+13,3,0,DELETE,4/25/23 0:00,,2291240,83,Y,1,1,0,,N,0,0,B0207E4,56,,2.5046E+11,,N,,A,,,
500482798,2.02311E+13,2,0,DELETE,4/25/23 0:00,,8451028,75,Y,1,1,0,,N,0,0,B1802H2,54,,2.5046E+11,,N,,A,,,
500482891,2.02311E+13,3,0,DELETE,4/25/23 0:00,,9432031,26,Y,1,1,0,,N,0,0,E2309F1,56,,2.5046E+11,,N,,A,,,
500483029,2.02311E+13,5,0,DELETE,4/25/23 0:00,,5116002,1339,Y,1,1,0,,N,0,0,A4009F1,56,,2.5046E+11,,N,,A,,,
500483211,2.02311E+13,2,0,DELETE,4/25/23 0:00,,1242440,117,Y,2,2,0,,N,0,0,A4604B2,41,,2.5046E+11,Y,N,,A,,,
500483314,2.02311E+13,1,0,DELETE,4/24/23 0:00,,2239945,91,Y,1,1,0,,N,0,0,K4706D4,38,,2.5046E+11,,N,,A,,,
500483555,2.02311E+13,6,0,DELETE,4/25/23 0:00,,5116003,190,Y,1,1,0,,N,0,0,J3632G5,56,,2.5046E+11,,N,,A,,,
500484944,2.02311E+13,1,0,DELETE,4/24/23 0:00,,2837017,18,Y,1,1,0,,N,0,0,N7332F5,38,,2.50461E+11,,N,,A,,,
500485028,2.02311E+13,1,0,DELETE,4/25/23 0:00,,5230460,117,Y,2,2,0,,N,0,0,B2604B3,56,,2.50461E+11,,N,,A,,,
500485670,2.02311E+13,6,0,DELETE,4/25/23 0:00,,8463145,83,Y,1,1,0,,N,0,0,B2211F1,54,,2.50462E+11,,N,,A,,,
500486604,2.02311E+13,3,0,DELETE,4/24/23 0:00,,2540855,83,Y,1,1,0,,N,0,0,A5208E1,37,,2.50463E+11,,N,,A,,,
500495343,2.02311E+13,1,0,DELETE,4/25/23 0:00,,8530122,125,Y,2,2,0,,N,0,0,G1537C1,57,,2.50469E+11,,N,,A,,,
500495805,2.02311E+13,2,0,DELETE,4/25/23 0:00,,1245043,83,Y,1,1,0,,N,0,0,D5635C2,58,,2.50469E+11,,N,,A,,,
500499293,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,1020313,18,Y,1,1,0,,N,0,0,A1135H1,44,,2.50472E+11,,N,,A,,,
500505037,2.02311E+13,2,0,DELETE,4/26/23 0:00,4/26/23 0:00,8511742,83,Y,1,1,0,,N,0,0,J2410G3,74,,2.50476E+11,,N,,A,,,
500505271,2.02311E+13,1,0,DELETE,4/25/23 0:00,,153012,83,Y,1,1,0,,N,0,0,D1135C2,57,,2.50476E+11,,N,,A,,,
500507608,2.02311E+13,1,0,DELETE,4/25/23 0:00,,8511742,83,Y,1,1,0,,N,0,0,J2410G3,58,,2.50478E+11,,N,,A,,,
500508153,2.02311E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,8251077,91,Y,1,1,0,,N,0,0,G2835B3,74,,2.50478E+11,,N,,A,,,
500508961,2.02311E+13,2,0,DELETE,4/26/23 0:00,4/26/23 0:00,8511772,67,Y,1,1,0,,N,0,0,C2325H4,71,,2.50479E+11,,N,,A,,,
500509385,2.02311E+13,4,0,DELETE,4/25/23 0:00,,1523001,67,Y,1,1,0,,N,0,0,F1109D3,58,,2.50479E+11,,N,,A,,,
500512303,2.02311E+13,1,0,DELETE,4/25/23 0:00,,1523000,75,Y,1,1,0,,N,0,0,K2629D1,55,,2.50482E+11,,N,,A,,,
500515202,2.02311E+13,1,0,DELETE,4/25/23 0:00,,2330229,75,Y,1,1,0,,N,0,0,A4305C1,52,,2.50484E+11,,N,,A,,,
500516183,2.02311E+13,3,0,DELETE,4/26/23 0:00,4/26/23 0:00,8421737,1065,Y,1,1,0,,N,0,0,K4114D4,72,,2.50485E+11,,N,,A,,,
500516413,2.02311E+13,4,0,DELETE,4/26/23 0:00,4/26/23 0:00,8145030,67,Y,1,1,0,,N,0,0,H4830D3,72,,2.50485E+11,,N,,A,,,
500519249,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,7869347,18,Y,25,25,0,,N,0,0,T0454A2,71,,2.50487E+11,,N,,A,,,
500519789,2.02312E+13,2,0,DELETE,4/26/23 0:00,4/26/23 0:00,9622061,42,Y,1,1,0,,N,0,0,G2028H4,75,,2.50487E+11,,N,,A,,,
500520645,2.02312E+13,1,0,DELETE,4/26/23 0:00,4/26/23 0:00,1020228,18,Y,1,1,0,,N,0,0,H1428E4,75,,2.50488E+11,,N,,A,,,
500521061,2.02312E+13,3,0,SCHED,4/26/23 0:00,,2293119,125,Y,1,1,0,,N,0,0,C2004D1,,,,,N,,,,,
500521407,2.02312E+13,2,0,DELETE,4/25/23 0:00,,2291250,75,Y,1,1,0,,N,0,0,F5217E1,57,,2.50489E+11,,N,,A,,,
500521979,2.02312E+13,1,0,DELETE,4/25/23 0:00,,7214786,18,Y,2,2,0,,N,0,0,A4531B4,57,,2.50489E+11,,N,,A,,,
500522111,2.02312E+13,1,0,DELETE,4/25/23 0:00,,7314697,75,Y,10,10,0,,N,0,0,H2827F3,53,,2.50489E+11,,N,,A,,,
500522335,2.02312E+13,2,0,DELETE,4/25/23 0:00,,8451051,174,Y,1,1,0,,N,0,0,C2121B2,58,,2.50489E+11,,N,,A,,,
500522736,2.02312E+13,1,0,DELETE,4/26/23 0:00,,1214720,422,Y,4,4,0,,N,0,0,G4223G4,77,,2.50489E+11,,N,,A,,,
500522919,2.02312E+13,2,0,DELETE,4/25/23 0:00,,1214707,1669,Y,6,6,0,,N,0,0,E2626B3,58,,2.50489E+11,,N,,A,,,
500523260,2.02312E+13,4,0,DELETE,4/26/23 0:00,,8141786,75,Y,1,1,0,,N,0,0,J3237A6,77,,2.5049E+11,,N,,A,,,
500523949,2.02312E+13,3,0,DELETE,4/26/23 0:00,,2237110,190,Y,1,1,0,,N,0,0,H2003C3,76,,2.5049E+11,,N,,A,,,
500523965,2.02312E+13,1,0,DELETE,4/25/23 0:00,,2285122,59,Y,1,1,0,,N,0,0,B1506F2,57,,2.5049E+11,,N,,A,,,
500523991,2.02312E+13,2,0,DELETE,4/26/23 0:00,,8251059,75,Y,1,1,0,,N,0,0,A5232F1,77,,2.5049E+11,,N,,A,,,
500523992,2.02312E+13,5,0,DELETE,4/26/23 0:00,4/26/23 0:00,4020489,109,Y,1,1,0,,N,0,0,B4401D3,75,,2.5049E+11,,N,,A,,,
500523993,2.02312E+13,3,0,DELETE,4/26/23 0:00,,8511810,182,Y,1,1,0,,N,0,0,B1838E2,76,,2.5049E+11,,N,,A,,,
500524296,2.02312E+13,1,0,DELETE,4/25/23 0:00,,8144059,91,Y,1,1,0,,N,0,0,K3730H3,52,,2.5049E+11,,N,,A,,,
500524365,2.02312E+13,1,0,DELETE,4/26/23 0:00,,2233848,83,Y,1,1,0,,N,0,0,H1233H1,76,,2.5049E+11,,N,,A,,,
500528191,2.02312E+13,9,0,DELETE,4/25/23 0:00,,8440630,34,Y,1,1,0,,N,0,0,B6333E3,52,,2.50493E+11,,N,,A,,,
500531503,2.02312E+13,4,0,DELETE,4/26/23 0:00,,2831016,67,Y,1,1,0,,N,0,0,N7909C3,76,,2.50495E+11,,N,,A,,,
500532126,2.02312E+13,1,0,SCHED,4/26/23 0:00,,4038003,42,Y,1,1,0,,N,0,0,A5237C2,,,,,N,,,,,
500532580,2.02312E+13,1,0,SCHED,4/26/23 0:00,,5230342,216,Y,2,2,0,,N,0,0,F2934C1,,,,,N,,,,,
500532663,2.02312E+13,1,0,DELETE,4/25/23 0:00,,2838008,18,Y,1,1,0,,N,0,0,N7909D7,58,,2.50496E+11,Y,N,,A,,,
500536060,2.02312E+13,1,0,SCHED,4/26/23 0:00,,8251059,75,Y,1,1,0,,N,0,0,A5232F1,,,,,N,,,,,
500540093,2.02312E+13,4,0,SCHED,4/26/23 0:00,,5801543,141,Y,1,1,0,,N,0,0,B4324D1,,,,,N,,,,,
500541339,2.02312E+13,2,0,DELETE,4/26/23 0:00,4/26/23 0:00,8141464,273,Y,1,1,0,,N,0,0,F4705D3,74,,2.50503E+11,,N,,A,,,
500542189,2.02312E+13,8,0,SCHED,4/26/23 0:00,,8451028,281,Y,1,1,0,,N,0,0,B1805H1,,,,,N,,,,,
500543469,2.02312E+13,1,0,SCHED,4/26/23 0:00,,2838074,18,Y,1,1,0,,N,0,0,N7909C5,,,,,N,,,,,
500548205,2.02312E+13,3,0,SCHED,4/26/23 0:00,,8451028,273,Y,1,1,0,,N,0,0,B1810F4,,,,,N,,,,,
500551103,2.02312E+13,1,0,SCHED,4/26/23 0:00,,7664210,18,Y,1,1,0,,N,0,0,B2218F3,,,,,N,,,,,
500552916,2.02312E+13,2,0,SCHED,4/26/23 0:00,,2889013,91,Y,1,1,0,,N,0,0,F2802E4,,,,,N,,,,,
500557614,2.02312E+13,1,0,SCHED,4/27/23 0:00,,9451480,42,Y,1,1,0,,N,0,0,G4716E4,,,,,N,,,,,
500559085,2.02312E+13,1,0,SCHED,4/27/23 0:00,,1692064,34,Y,1,1,0,,N,0,0,A3913B4,,,,,N,,,,,
500559752,2.02312E+13,1,0,SCHED,4/27/23 0:00,,2291258,67,Y,1,1,0,,N,0,0,A3507A2,,,,,N,,,,,
500560015,2.02312E+13,2,0,SCHED,4/27/23 0:00,,8451038,91,Y,1,1,0,,N,0,0,K3801D2,,,,,N,,,,,
500561350,2.02312E+13,4,0,SCHED,4/27/23 0:00,,8421636,299,Y,1,1,0,,N,0,0,K3836G6,,,,,N,,,,,
500561363,2.02312E+13,1,0,SCHED,4/27/23 0:00,,8511763,109,Y,1,1,0,,N,0,0,C1210A3,,,,,N,,,,,
500561365,2.02312E+13,2,0,SCHED,4/27/23 0:00,,8511737,83,Y,1,1,0,,N,0,0,H2406H1,,,,,N,,,,,
500561368,2.02312E+13,1,0,DELETE,4/26/23 0:00,,2530637,91,Y,1,1,0,,N,0,0,G4707E1,1,,2.50517E+11,,N,,A,,,
500562083,2.02312E+13,7,0,SCHED,4/27/23 0:00,,8145021,67,Y,1,1,0,,N,0,0,A3721B5,,,,,N,,,,,
500562137,2.02312E+13,4,0,SCHED,4/27/23 0:00,,2233913,75,Y,1,1,0,,N,0,0,A1530C3,,,,,N,,,,,
500562157,2.02312E+13,4,0,SCHED,4/27/23 0:00,,8511735,695,Y,1,1,0,,N,0,0,G2811G5,,,,,N,,,,,
500562479,2.02312E+13,3,0,SCHED,4/27/23 0:00,,9622035,26,Y,1,1,0,,N,0,0,A4224G3,,,,,N,,,,,
500562915,2.02312E+13,1,0,DELETE,4/26/23 0:00,,7216319,26,Y,2,2,0,,N,0,0,J4019G1,77,,2.50518E+11,,N,,A,,,
500563127,2.02312E+13,21,0,SCHED,4/27/23 0:00,,8511742,91,Y,1,1,0,,N,0,0,J2420E2,,,,,N,,,,,
500563128,2.02312E+13,22,0,SCHED,4/27/23 0:00,,8511742,83,Y,1,1,0,,N,0,0,J2410G3,,,,,N,,,,,
500563270,2.02312E+13,1,0,SCHED,4/27/23 0:00,,4220428,42,Y,1,1,0,,N,0,0,B6903F4,,,,,N,,,,,
500563324,2.02312E+13,1,0,SCHED,4/27/23 0:00,,5004108,109,Y,5,5,0,,N,0,0,B1936H5,,,,,N,,,,,
500563361,2.02312E+13,1,0,SCHED,4/27/23 0:00,,2233848,67,Y,1,1,0,,N,0,0,H1207B1,,,,,N,,,,,
500563443,2.02312E+13,5,0,SCHED,4/27/23 0:00,,1372003,26,Y,1,1,0,,N,0,0,N7911E3,,,,,N,,,,,
500563519,2.02312E+13,1,0,SCHED,4/27/23 0:00,,5780152,83,Y,1,1,0,,N,0,0,D3705A3,,,,,N,,,,,
500566598,2.02312E+13,1,0,SCHED,4/27/23 0:00,,2838086,18,Y,1,1,0,,N,0,0,Q1616A1,,,,,N,,,,,
500567606,2.02312E+13,2,0,SCHED,4/27/23 0:00,,5130447,91,Y,1,1,0,,N,0,0,B5935E4,,,,,N,,,,,
500567607,2.02312E+13,7,0,SCHED,4/27/23 0:00,,2440585,42,Y,1,1,0,,N,0,0,C2511H4,,,,,N,,,,,
500567608,2.02312E+13,8,0,SCHED,4/27/23 0:00,,5250284,687,Y,1,1,0,,N,0,0,B3702E1,,,,,N,,,,,
500567651,2.02312E+13,1,0,SCHED,4/27/23 0:00,,5640196,83,Y,1,1,0,,N,0,0,D2903E3,,,,,N,,,,,
500567655,2.02312E+13,2,0,SCHED,4/27/23 0:00,,3554926,83,Y,1,1,0,,N,0,0,B5938E4,,,,,N,,,,,
500567687,2.02312E+13,4,0,SCHED,4/27/23 0:00,,2293146,182,Y,1,1,0,,N,0,0,D6931C2,,,,,N,,,,,
500567742,2.02312E+13,2,0,SCHED,4/27/23 0:00,,5234009,372,Y,1,1,0,,N,0,0,E4215H1,,,,,N,,,,,
500567746,2.02312E+13,2,0,SCHED,4/27/23 0:00,,5234038,521,Y,1,1,0,,N,0,0,B6102G3,,,,,N,,,,,
500567747,2.02312E+13,3,0,SCHED,4/27/23 0:00,,5230460,208,Y,1,1,0,,N,0,0,B6908B5,,,,,N,,,,,
500567781,2.02312E+13,4,0,SCHED,4/27/23 0:00,,3231305,42,Y,1,1,0,,N,0,0,B4327E4,,,,,N,,,,,
500567789,2.02312E+13,1,0,SCHED,4/27/23 0:00,,2236586,83,Y,1,1,0,,N,0,0,D2533E2,,,,,N,,,,,
500567800,2.02312E+13,3,0,SCHED,4/27/23 0:00,,5130447,91,Y,1,1,0,,N,0,0,B5935E4,,,,,N,,,,,
500567830,2.02312E+13,4,0,DELETE,4/26/23 0:00,,7660574,75,Y,1,1,0,,N,0,0,A4413D2,76,,2.50522E+11,,N,,A,,,
500567831,2.02312E+13,5,0,DELETE,4/26/23 0:00,,8450863,109,Y,1,1,0,,N,0,0,B5939D4,76,,2.50522E+11,,N,,A,,,
500567832,2.02312E+13,7,0,DELETE,4/26/23 0:00,,8421435,299,Y,1,1,0,,N,0,0,J1031G2,76,,2.50522E+11,,N,,A,,,
500567883,2.02312E+13,11,0,SCHED,4/27/23 0:00,,3554770,67,Y,1,1,0,,N,0,0,D2332D1,,,,,N,,,,,
500568340,2.02312E+13,3,0,SCHED,4/27/23 0:00,,5443034,125,Y,1,1,0,,N,0,0,B6207E1,,,,,N,,,,,
500568341,2.02312E+13,10,0,SCHED,4/27/23 0:00,,4152848,59,Y,1,1,0,,N,0,0,B6235E3,,,,,N,,,,,
500568342,2.02312E+13,13,0,SCHED,4/27/23 0:00,,2580633,91,Y,1,1,0,,N,0,0,B5940D1,,,,,N,,,,,
500568343,2.02312E+13,16,0,SCHED,4/27/23 0:00,,5630208,661,Y,1,1,0,,N,0,0,E1636F3,,,,,N,,,,,
500571754,2.02312E+13,4,0,SCHED,4/27/23 0:00,,3241057,83,Y,1,1,0,,N,0,0,B6335D2,,,,,N,,,,,
500571814,2.02312E+13,2,0,SCHED,4/27/23 0:00,,5051295,83,Y,1,1,0,,N,0,0,B4613E4,,,,,N,,,,,
500584318,2.02312E+13,1,0,SCHED,4/27/23 0:00,,5312650,59,Y,1,1,0,,N,0,0,E2919H1,,,,,N,,,,,
500586993,2.02312E+13,2,0,SCHED,4/27/23 0:00,,1121998,1065,Y,1,1,0,,N,0,0,D2427E1,,,,,N,,,,,
495619251,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,1523000,109,Y,1,1,0,,N,0,0,D0728G1,4,,3.10102E+11,,N,,A,,,
495620030,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,240517,109,Y,1,1,0,,N,0,0,E0626A2,2,,3.10102E+11,,N,,A,,,
495621618,2.02311E+13,1,0,DELETE,4/24/23 0:00,,1523000,83,Y,2,2,0,,N,0,0,D0723F1,25,,3.10103E+11,,N,,A,,,
495621760,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,153008,59,Y,1,1,0,,N,0,0,M1216E2,5,,3.10103E+11,,N,,A,,,
495623384,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,8451068,91,Y,1,1,0,,N,0,0,N1936H4,2,,3.10104E+11,,N,,A,,,
495624051,2.02311E+13,4,0,DELETE,4/25/23 0:00,4/25/23 0:00,8511742,83,Y,1,1,0,,N,0,0,B1915D1,5,,3.10105E+11,,N,,A,,,
495624052,2.02311E+13,5,0,DELETE,4/25/23 0:00,4/25/23 0:00,8451028,281,Y,1,1,0,,N,0,0,N3302B1,5,,3.10105E+11,,N,,A,,,
495624539,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,8451028,463,Y,1,1,0,,N,0,0,N3302A1,3,,3.10105E+11,,N,,A,,,
495626756,2.02311E+13,1,0,DELETE,4/24/23 0:00,,5004029,109,Y,1,1,0,,N,0,0,A4807C3,25,,3.10106E+11,,N,,A,,,
495626984,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,1523002,109,Y,1,1,0,,N,0,0,D0725G1,8,,3.10107E+11,,N,,A,,,
495627073,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,5830566,307,Y,1,1,0,,N,0,0,D4405F1,5,,3.10107E+11,,N,,A,,,
495627092,2.02311E+13,3,0,DELETE,4/25/23 0:00,4/25/23 0:00,8511742,83,Y,1,1,0,,N,0,0,B1915D1,6,,3.10107E+11,,N,,A,,,
495627850,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,2241105,34,Y,1,1,0,,N,0,0,F3801D3,5,,3.10107E+11,,N,,A,,,
495628017,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,153012,91,Y,1,1,0,,N,0,0,F5932B1,8,,3.10107E+11,,N,,A,,,
495628116,2.02311E+13,28,0,DELETE,4/25/23 0:00,4/25/23 0:00,3232286,109,Y,1,1,0,,N,0,0,P2024B3,5,,3.10107E+11,,N,,A,,,
495628372,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,8460426,281,Y,1,1,0,,N,0,0,N3417H1,5,,3.10107E+11,,N,,A,,,
495628381,2.02311E+13,8,0,DELETE,4/25/23 0:00,4/25/23 0:00,8143076,67,Y,1,1,0,,N,0,0,G2001E3,5,,3.10107E+11,,N,,A,,,
495628896,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,5040458,91,Y,1,1,0,,N,0,0,M3201F1,2,,3.10108E+11,,N,,A,,,
495628966,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,8511742,75,Y,1,1,0,,N,0,0,B1933F5,6,,3.10108E+11,,N,,A,,,
495629000,2.02311E+13,4,0,DELETE,4/25/23 0:00,4/25/23 0:00,8451028,299,Y,1,1,0,,N,0,0,N3316H2,3,,3.10108E+11,,N,,A,,,
495629290,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,8451067,109,Y,1,1,0,,N,0,0,E3602H4,3,,3.10108E+11,,N,,A,,,
495629296,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,1523000,75,Y,1,1,0,,N,0,0,D0708E1,2,,3.10108E+11,,N,,A,,,
495629452,2.02311E+13,4,0,DELETE,4/25/23 0:00,4/25/23 0:00,8451068,91,Y,1,1,0,,N,0,0,N1936H4,3,,3.10108E+11,,N,,A,,,
495635060,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,8451068,91,Y,1,1,0,,N,0,0,N1936H4,62,,3.10112E+11,,N,,A,,,
495643411,2.02311E+13,8,0,DELETE,4/25/23 0:00,4/25/23 0:00,8451068,91,Y,1,1,0,,N,0,0,N1936H4,4,,3.10118E+11,,N,,A,,,
495645453,2.02311E+13,5,0,DELETE,4/25/23 0:00,4/25/23 0:00,3232286,109,Y,1,1,0,,N,0,0,P2024B3,6,,3.10119E+11,,N,,A,,,
495649869,2.02311E+13,1,0,DELETE,4/24/23 0:00,,8580604,59,Y,1,1,0,,N,0,0,F4320D1,26,,3.10122E+11,,N,,A,,,
495649870,2.02311E+13,3,0,DELETE,4/24/23 0:00,,8141605,83,Y,1,1,0,,N,0,0,P4002F2,26,,3.10122E+11,,N,,A,,,
495649972,2.02311E+13,2,0,DELETE,4/25/23 0:00,4/25/23 0:00,5040272,83,Y,1,1,0,,N,0,0,N4324A1,8,,3.10122E+11,,N,,A,,,
495652241,2.02311E+13,2,0,DELETE,4/24/23 0:00,,8941204,34,Y,1,1,0,,N,0,0,B2909A1,26,,3.10124E+11,,N,,A,,,
495659326,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,8143076,75,Y,1,1,0,,N,0,0,G2022D1,4,,3.10129E+11,,N,,A,,,
495668223,2.02311E+13,1,0,DELETE,4/25/23 0:00,4/25/23 0:00,1790324,75,Y,1,1,0,,N,0,0,M3919C4,1,,3.10136E+11,,N,,A,,,
495668224,2.02311E+13,3,0,DELETE,4/25/23 0:00,4/25/23 0:00,1790324,75,Y,1,1,0,,N,0,0,M3919C4,1,,3.10136E+11,,N,,A,,,
495669545,2.02311E+13,4,0,DELETE,4/25/23 0:00,4/25/23 0:00,8451068,91,Y,1,1,0,,N,0,0,N1936H4,1,,3.10137E+11,,N,,A,,,
495670986,2.02311E+13,7,0,DELETE,4/25/23 0:00,,1523000,91,Y,1,1,0,,N,0,0,D0721C1,81,,3.10138E+11,,N,,A,,,
495674589,2.02311E+13,3,0,DELETE,4/25/23 0:00,4/25/23 0:00,8941204,34,Y,1,1,0,,N,0,0,B2909A1,2,,3.1014E+11,,N,,A,,,
495674840,2.02311E+13,4,0,DELETE,4/25/23 0:00,4/25/23 0:00,8451068,91,Y,1,1,0,,N,0,0,N1936H4,2,,3.1014E+11,,N,,A,,,
495675098,2.02311E+13,1,0,DELETE,4/24/23 0:00,4/24/23 0:00,8174086,83,Y,1,1,0,,N,0,0,A4136C1,64,,3.1014E+11,,N,,A,,,
495677749,2.02311E+13,1,0,DELETE,4/25/23 0:00,,8251059,91,Y,1,1,0,,N,0,0,D2311H2,81,,3.10142E+11,,N,,A,,,
